"날짜",2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01,2024.02,2024.03,2024.04,2024.05,2024.06,2024.07,2024.08,2024.09,2024.10,2024.11
"휘발유",1441.84,1463.22,1513.27,1534.52,1541.51,1577.33,1629.26,1645.75,1642.68,1712.32,1737.39,1646.37,1635.22,1714.61,1938.46,1976.53,1967.07,2084.00,2029.99,1792.19,1730.00,1666.65,1650.32,1563.68,1562.93,1578.49,1592.25,1640.95,1628.81,1580.64,1585.48,1716.76,1769.15,1775.89,1684.05,1600.58,1569.25,1614.51,1639.10,1687.79,1697.47,1657.37,1707.13,1691.28,1622.20,1591.34,1628.29
"경유",1242.35,1263.36,1312.63,1332.74,1338.81,1374.36,1425.54,1440.54,1437.17,1509.29,1549.72,1468.90,1453.53,1536.64,1826.93,1906.42,1964.28,2089.03,2084.91,1889.31,1850.20,1838.34,1879.15,1783.21,1675.37,1606.41,1539.72,1535.70,1471.97,1394.48,1396.48,1573.16,1666.53,1690.31,1628.22,1526.31,1480.07,1517.75,1538.97,1557.77,1539.59,1487.54,1542.46,1528.85,1458.22,1421.44,1461.04
